"id","ReceiptNo","DOP","ClassRegisterID","Admission","Tuition","Transport","Uniform","Lunch","Exams","BookLvy","Activity","OtheLvy"
"851","7416","2021-03-05","362","0.00","0.00","200.00","0.00","100.00","0.00","0.00","0.00","0.00"
"852","7417","2021-03-05","295","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"853","7418","2021-03-05","133","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"854","7419","2021-03-05","84","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"855","7420","2021-03-05","266","0.00","800.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"856","7421","2021-03-05","113","0.00","950.00","0.00","0.00","0.00","0.00","0.00","0.00","50.00"
"857","7422","2021-03-05","323","0.00","0.00","600.00","0.00","600.00","0.00","0.00","0.00","0.00"
"858","7423","2021-03-05","329","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"859","7424","2021-03-08","153","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"860","7425","2021-03-08","149","0.00","950.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"861","7426","2021-03-08","78","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"862","7427","2021-03-08","77","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"863","7428","2021-03-08","165","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"864","7430","2021-03-06","155","0.00","800.00","500.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"865","7431","2021-03-08","222","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"866","7432","2021-03-08","300","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"867","7433","2021-03-08","247","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"868","7434","2021-03-08","284","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"869","7435","2021-03-08","180","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"870","7436","2021-03-08","186","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"871","7437","2021-03-08","170","0.00","900.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"872","7438","2021-03-08","130","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"873","7439","2021-03-08","333","0.00","100.00","1300.00","0.00","600.00","0.00","0.00","0.00","0.00"
"874","7440","2021-03-08","228","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"875","7441","2021-03-08","331","0.00","100.00","1300.00","0.00","600.00","0.00","0.00","0.00","0.00"
"876","7442","2021-03-08","184","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"877","7443","2021-03-08","148","0.00","1700.00","1800.00","600.00","900.00","0.00","0.00","0.00","0.00"
"878","7444","2021-03-08","210","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"879","7445","2021-03-08","381","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"880","7447","2021-03-08","90","0.00","0.00","0.00","0.00","0.00","110.00","150.00","0.00","0.00"
"881","7448","2021-03-08","209","0.00","0.00","400.00","0.00","100.00","0.00","0.00","0.00","0.00"
"882","7449","2021-03-08","137","0.00","0.00","650.00","0.00","0.00","0.00","0.00","0.00","0.00"
"883","7450","2021-03-08","96","0.00","1200.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"884","7452","2021-03-08","253","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"885","7453","2021-03-08","227","0.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00"
"886","7454","2021-03-08","355","0.00","0.00","0.00","150.00","0.00","0.00","0.00","0.00","0.00"
"887","7455","2021-03-08","270","0.00","1300.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"888","7456","2021-03-08","252","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"889","7457","2021-03-08","179","0.00","300.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"890","7458","2021-03-08","362","0.00","0.00","100.00","100.00","0.00","0.00","0.00","0.00","0.00"
"891","7459","2021-03-08","157","0.00","0.00","800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"892","7460","2021-03-08","66","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"893","7461","2021-03-08","380","0.00","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00"
"894","7462","2021-03-07","243","0.00","0.00","100.00","0.00","900.00","0.00","0.00","0.00","0.00"
"895","7463","2021-03-08","98","0.00","100.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"896","7466","2021-03-03","281","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"897","7467","2021-03-03","139","0.00","550.00","0.00","0.00","0.00","200.00","200.00","50.00","0.00"
"898","7468","2021-03-08","80","0.00","1400.00","800.00","0.00","600.00","0.00","0.00","0.00","0.00"
"899","7470","2021-03-08","196","0.00","100.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"900","7471","2021-03-08","196","0.00","2500.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"901","7472","2021-03-08","98","0.00","2500.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"902","7473","2021-03-08","194","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"903","7474","2021-03-08","234","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"904","7476","2021-03-08","304","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"905","7477","2021-03-08","346","0.00","0.00","600.00","0.00","600.00","0.00","0.00","0.00","0.00"
"906","7478","2021-03-08","171","0.00","0.00","800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"907","7479","2021-03-09","187","0.00","900.00","0.00","0.00","1200.00","200.00","200.00","0.00","0.00"
"908","7480","2021-03-09","97","0.00","1900.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"909","7481","2021-03-09","209","0.00","200.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00"
"910","7482","2021-03-09","215","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"911","7483","2021-03-09","106","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"912","7484","2021-03-09","88","0.00","300.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"913","7485","2021-03-09","318","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"914","7486","2021-03-09","219","0.00","1300.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"915","7487","2021-03-09","287","0.00","1000.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"916","7488","2021-03-09","288","0.00","500.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"917","7489","2021-03-09","340","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"918","7490","2021-03-09","279","0.00","600.00","1800.00","0.00","600.00","0.00","0.00","0.00","0.00"
"919","7491","2021-03-09","93","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"923","7492","2021-03-09","325","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"924","7493","2021-03-09","205","0.00","250.00","110.00","0.00","600.00","0.00","0.00","0.00","50.00"
"925","7494","2021-03-09","373","0.00","0.00","800.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"926","7495","2021-03-09","132","0.00","1100.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"927","7496","2021-03-09","147","0.00","800.00","86.00","0.00","0.00","0.00","0.00","0.00","0.00"
"928","7497","2021-03-09","383","0.00","700.00","84.00","0.00","0.00","0.00","0.00","0.00","0.00"
"929","7498","2021-03-09","62","0.00","0.00","0.00","0.00","0.00","0.00","200.00","100.00","0.00"
"930","7499","2021-03-10","95","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"931","7501","2021-03-10","339","0.00","100.00","900.00","0.00","0.00","0.00","0.00","0.00","0.00"
"932","7502","2021-03-08","257","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"933","7503","2021-03-08","387","0.00","0.00","700.00","0.00","600.00","0.00","0.00","0.00","0.00"
"934","7504","2021-03-09","336","0.00","950.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"935","7505","2021-03-09","117","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"936","7506","2021-03-09","164","0.00","0.00","650.00","0.00","600.00","200.00","0.00","50.00","0.00"
"937","7507","2021-03-09","290","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"938","7508","2021-03-09","349","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"939","7509","2021-03-09","237","0.00","100.00","1300.00","0.00","600.00","0.00","0.00","0.00","0.00"
"940","7511","2021-03-09","162","0.00","2000.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"941","7512","2021-03-09","191","0.00","1000.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"942","7513","2021-03-09","99","0.00","1300.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00"
"943","7514","2021-03-10","209","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"944","7515","2021-03-10","234","0.00","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"945","7516","2021-03-10","395","0.00","0.00","900.00","0.00","150.00","0.00","0.00","0.00","0.00"
"946","7517","2021-03-10","212","0.00","100.00","800.00","0.00","600.00","0.00","0.00","0.00","0.00"
"947","7518","2021-03-10","87","0.00","100.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"948","7519","2021-03-10","394","0.00","0.00","400.00","0.00","900.00","200.00","200.00","300.00","0.00"
"949","7520","2021-03-11","209","0.00","1400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"950","7521","2021-03-11","106","0.00","500.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00"
"951","7522","2021-03-11","75","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"952","7523","2021-03-11","328","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"953","7524","2021-03-11","59","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"954","7525","2021-03-11","326","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"955","7526","2021-03-11","324","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"956","7527","2021-03-12","213","0.00","1050.00","100.00","150.00","0.00","0.00","0.00","0.00","0.00"
"957","7528","2021-03-12","185","0.00","1350.00","1000.00","150.00","0.00","0.00","0.00","0.00","0.00"
"958","7529","2021-03-15","69","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"959","7530","2021-03-15","116","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"960","7531","2021-03-15","102","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"961","7532","2021-03-15","227","0.00","0.00","200.00","0.00","100.00","0.00","0.00","0.00","0.00"
"962","7533","2021-03-15","294","0.00","900.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"963","7534","2021-03-15","89","0.00","750.00","0.00","0.00","0.00","0.00","0.00","50.00","0.00"
"966","7535","2021-03-15","177","0.00","0.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00"
"967","7536","2021-03-15","316","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"968","7537","2021-03-11","174","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"969","7538","2021-03-11","134","0.00","900.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"970","7539","2021-03-11","83","0.00","900.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"971","7540","2021-03-11","63","0.00","1800.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"972","7541","2021-03-11","244","0.00","200.00","2200.00","0.00","600.00","0.00","0.00","0.00","0.00"
"973","7542","2021-03-11","221","0.00","800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"974","7543","2021-03-15","288","0.00","100.00","900.00","0.00","0.00","0.00","0.00","0.00","0.00"
"975","7544","2021-03-10","66","0.00","0.00","600.00","0.00","600.00","0.00","0.00","0.00","0.00"
"976","7545","2021-03-15","66","0.00","800.00","1200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"977","7546","2021-03-15","205","0.00","0.00","400.00","0.00","600.00","0.00","0.00","0.00","0.00"
"978","7547","2021-03-15","71","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"979","7548","2021-03-15","63","0.00","1050.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"980","7549","2021-03-15","244","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"981","7550","2021-03-15","63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","600.00"
"982","7551","2021-03-16","95","0.00","1800.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"983","7552","2021-03-16","117","0.00","500.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00"
"984","7553","2021-03-16","331","0.00","500.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"985","7554","2021-03-16","333","0.00","500.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"986","7555","2021-03-17","284","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"987","7556","2021-03-17","296","0.00","0.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"988","7557","2021-03-17","254","0.00","1100.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"989","7558","2021-03-16","65","0.00","0.00","300.00","0.00","1200.00","0.00","0.00","0.00","0.00"
"990","7559","2021-03-17","300","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"991","7560","2021-03-17","247","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"992","7561","2021-03-18","179","0.00","1550.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"993","7562","2021-03-18","390","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"994","7563","2021-03-18","175","0.00","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"995","7564","2021-03-18","280","0.00","400.00","0.00","0.00","100.00","0.00","0.00","0.00","0.00"
"996","7565","2021-03-18","176","0.00","200.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"997","7566","2021-03-18","386","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"998","7567","2021-03-18","150","0.00","650.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"999","7568","2021-03-18","170","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1000","7569","2021-03-08","60","0.00","0.00","0.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1001","7570","2021-03-18","60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","600.00"
"1002","7571","2021-03-18","352","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1006","7572","2021-03-18","350","0.00","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1007","7573","2021-03-18","66","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1008","7574","2021-03-15","235","0.00","1800.00","500.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1009","7575","2021-03-18","81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","200.00"
"1010","7576","2021-03-18","324","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1011","7577","2021-03-18","89","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1012","7578","2021-03-18","125","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1013","7579","2021-03-11","380","0.00","500.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1014","7580","2021-03-18","380","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1015","7582","2021-03-15","155","0.00","1900.00","500.00","0.00","600.00","0.00","0.00","100.00","0.00"
"1016","7583","2021-03-18","286","0.00","800.00","1000.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1017","7584","2021-03-18","225","0.00","0.00","1100.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1018","7585","2021-03-05","250","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1019","7586","2021-03-18","192","0.00","2700.00","3300.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"1020","7587","2021-03-18","192","0.00","1200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1021","7588","2021-03-22","195","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1022","7589","2021-03-22","87","0.00","2700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1023","7590","2021-03-22","87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","300.00"
"1024","7591","2021-03-05","124","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1025","7592","2021-03-22","117","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1026","7593","2021-03-26","86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","500.00"
"1027","7594","2021-03-23","71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","300.00"
"1028","7595","2021-03-23","361","0.00","750.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1029","7596","2021-05-10","635","0.00","600.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1030","7597","2021-05-10","189","0.00","1200.00","900.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1031","7598","2021-05-10","481","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1032","7599","2021-05-10","475","0.00","3000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1033","7600","2021-05-10","657","0.00","350.00","1650.00","0.00","900.00","0.00","0.00","100.00","0.00"
"1034","7601","2021-05-11","509","0.00","2000.00","0.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1035","7602","2021-05-11","580","0.00","2100.00","0.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"1036","7603","2021-05-11","535","0.00","1500.00","0.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1037","7604","2021-05-11","502","0.00","0.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1038","7605","2021-05-11","430","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1039","7606","2021-05-11","518","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1040","7607","2021-05-11","120","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1041","7608","2021-05-11","571","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1042","7609","2021-05-11","676","500.00","0.00","600.00","1400.00","0.00","0.00","0.00","0.00","250.00"
"1043","7610","2021-05-11","610","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1044","7611","2021-05-11","609","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1045","7612","2021-05-11","662","0.00","100.00","900.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1046","7613","2021-05-10","447","0.00","0.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1047","7614","2021-05-11","420","0.00","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1048","7615","2021-05-11","416","0.00","2000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1049","7616","2021-05-05","550","0.00","2100.00","3300.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"1050","7617","2021-05-07","673","0.00","1650.00","2700.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"1051","7620","2021-05-11","471","0.00","1900.00","1400.00","0.00","1200.00","200.00","200.00","100.00","0.00"
"1052","7621","2021-05-11","602","0.00","1900.00","1400.00","0.00","1200.00","200.00","200.00","100.00","50.00"
"1053","7622","2021-05-10","648","0.00","2100.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1054","7623","2021-05-10","479","0.00","3400.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1055","7624","2021-05-10","585","0.00","600.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1056","7625","2021-05-10","413","0.00","200.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1057","7626","2021-05-11","622","0.00","0.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1058","7627","2021-05-10","663","0.00","3100.00","2700.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"1059","7628","2021-05-11","607","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1060","7629","2021-05-10","551","0.00","1000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1061","7630","2021-05-10","470","0.00","1300.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1062","7631","2021-05-11","459","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1063","7632","2021-05-11","442","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1064","7633","2021-05-11","497","0.00","0.00","2000.00","0.00","600.00","0.00","0.00","0.00","0.00"
"1065","7634","2021-05-11","486","0.00","1300.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1066","7635","2021-05-11","631","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1067","7636","2021-05-11","499","0.00","4000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1068","7637","2021-05-11","495","0.00","0.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1070","7639","2021-05-11","620","0.00","0.00","500.00","0.00","600.00","0.00","0.00","100.00","0.00"
"1071","7640","2021-05-11","675","500.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"1072","7641","2021-05-12","534","0.00","200.00","0.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1073","7642","2021-05-12","601","0.00","0.00","0.00","400.00","0.00","0.00","0.00","0.00","0.00"
"1074","7643","2021-05-12","429","0.00","700.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1075","7644","2021-05-12","453","0.00","2700.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1076","7645","2021-05-12","595","0.00","2100.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1077","7646","2021-05-12","677","500.00","2100.00","1400.00","2100.00","150.00","0.00","200.00","200.00","250.00"
"1078","7647","2021-05-12","677","0.00","0.00","0.00","300.00","0.00","0.00","0.00","0.00","0.00"
"1079","7648","2021-05-12","528","0.00","1200.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1080","7649","2021-05-12","494","0.00","1900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1081","7650","2021-05-12","434","0.00","1100.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1082","7651","2021-05-12","538","0.00","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00"
"1083","7652","2021-05-13","565","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1084","7653","2021-05-13","530","0.00","1200.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1085","7654","2021-05-13","638","0.00","1200.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1086","7655","2021-05-13","537","0.00","2000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1087","7656","2021-05-13","411","0.00","1600.00","0.00","0.00","600.00","200.00","500.00","100.00","0.00"
"1088","7657","2021-05-13","451","0.00","800.00","1100.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1089","7658","2021-05-13","540","0.00","800.00","1100.00","700.00","600.00","200.00","200.00","100.00","0.00"
"1090","7659","2021-05-13","588","0.00","2600.00","1300.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1091","7660","2021-05-13","603","0.00","2600.00","1300.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1092","7661","2021-05-13","637","0.00","2500.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1093","7662","2021-05-13","590","0.00","800.00","700.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1094","7663","2021-05-13","612","0.00","2100.00","1800.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1095","7664","2021-05-13","656","0.00","200.00","700.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1096","7665","2021-05-11","583","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1097","7666","2021-05-11","658","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1098","7667","2021-05-12","506","0.00","1000.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1099","7668","2021-05-12","569","0.00","2100.00","3300.00","0.00","1800.00","200.00","200.00","100.00","0.00"
"1100","7670","2021-05-13","659","0.00","2100.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1101","7676","2021-05-17","529","0.00","450.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1102","7677","2021-05-17","579","0.00","1050.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1103","7678","2021-05-17","538","0.00","300.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1104","7679","2021-05-17","554","0.00","500.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1105","7680","2021-05-17","627","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00"
"1106","7681","2021-05-17","587","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00"
"1107","7682","2021-05-17","666","0.00","300.00","0.00","0.00","0.00","0.00","0.00","50.00","0.00"
"1108","7683","2021-05-17","680","500.00","0.00","0.00","500.00","0.00","0.00","0.00","0.00","0.00"
"1109","7684","2021-05-17","512","0.00","900.00","0.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1110","7685","2021-05-17","623","0.00","0.00","0.00","0.00","500.00","200.00","200.00","100.00","0.00"
"1111","7686","2021-05-17","422","0.00","1700.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1112","7687","2021-05-17","487","0.00","0.00","700.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1113","7688","2021-05-17","511","0.00","1300.00","700.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1114","7689","2021-05-17","626","0.00","0.00","900.00","0.00","600.00","200.00","200.00","100.00","0.00"
"1115","7690","2021-05-17","480","0.00","500.00","700.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1116","7691","2021-05-17","567","0.00","0.00","0.00","0.00","500.00","200.00","200.00","100.00","0.00"
"1117","7692","2021-05-17","649","0.00","1000.00","1100.00","0.00","0.00","200.00","200.00","100.00","0.00"
"1118","7693","2021-05-17","679","500.00","550.00","1100.00","1100.00","300.00","200.00","200.00","100.00","250.00"
"1119","7694","2021-05-17","484","0.00","2400.00","0.00","700.00","100.00","200.00","200.00","100.00","0.00"
"1120","7695","2021-05-17","452","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1121","7696","2021-05-18","434","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
